Salesman Code,Merge,Salesman BI,Product Group,April,May,June,July,August,September,October,November,December,January,February,March
5490000705,1190064712RDC,1190064712,RDC,8922.2400000001253,16447.680000000171,16633.152000000009,13301.568000000134,16390.656000000072,11257.920000000109,10497.600000000088,22030.848000000009,23172.479999999607,20127.167999999987,15564.67200000007,19373.184000000048
1190064712,1190064712LPD,1190064712,LPD,4992,2700,3762,5064,6894,4956,5160,8436,10080,3756,6366,5418
1190064712,1190064712HDSH,1190064712,HDSH,4836,3156,6468,4020,4704,5736,5736,6180,8940,2700,5820,2952
1190064712,1190064712LQSS,1190064712,LQSS,1056,1212,1104,1074,1836,1374,1626,1302,2004,1404,1302,1512
1190064712,1190064712SBU,1190064712,SBU,680.3999999999993,653.39999999999895,912.59999999999832,1106.9999999999984,1150.1999999999998,1058.399999999998,1096.1999999999991,1598.4000000000028,1382.3999999999994,1398.6000000000015,1031.3999999999987,842.3999999999993
5490000710,5490000710AMV,5490000710,AMV,402.99999999124799,775.99999998633575,1113.9999999810238,1466.999999972928,2306.9999999550719,1719.9999999672962,3424.9999999270563,3960.9999999322081,2695.9999999497122,1839.9999999681609,1458.9999999756478,1504.9999999703978
5490000710,5490000710AJA,5490000710,AJA,,12.999999999479998,10,12.999999999627999,48.999999998538001,47.999999998259995,46.999999998745984,19.9999999996,9.9999999995999982,20.999999999399996,17.999999999465999,34.999999998599996
5490000709,5490000709RD,5490000709,RD,,,,,431800.05999999982,501328.63999999978,582733.02000000025,375123.77999999991,392926.6999999996,565465.89999999991,388554.21999999986,550965.78
5490000709,5490000709AJ,5490000709,AJ,,,,,298229.00000000006,297832.09999999998,527077,317496.50000000006,195801.5,339777.70000000007,274898.80000000005,276569.09999999998
5490000713,5490000709YY,5490000709,YY,,,,,209731.99999646406,183357.99999717099,273531.99999591371,167734.99999778744,208354.99999666802,224765.99999647774,154763.99999747178,201322.99999702667
5490000713,5490000709BD,5490000709,BD,,,,,143026.99999857144,131150.99999871489,147306.99999852816,150275.99999850133,164838.99999835683,231767.99999769204,111514.99999889388,140640.99999860683
5490000713,5490000709PDC,5490000709,PDC,,,,,44923.82039999999,43055.514599999988,62539.539000000004,56392.459199999968,41492.971199999978,63130.459199999968,24692.686200000007,37562.627400000012
5490000709,5490000709TKM,5490000709,TKM,,,,,32761.199999999975,30681.600000000006,43293.599999999999,29081.999999999982,20763.599999999991,38935.200000000004,20444.400000000001,31352.399999999991
5490000709,5490000709RM,5490000709,RM,,,,,25655.750000000004,38334.950000000012,23800.999999999982,27070.600000000024,18633.749999999982,30346.199999999946,18370.800000000003,31242.899999999976
5490000709,5490000709RDC,5490000709,RDC,,,,,19737.216000000011,24974.208000000024,25770.23999999998,9798.9120000000003,14023.008000000013,25962.336000000007,15647.616000000013,22690.944000000021
5490000709,5490000709AJP,5490000709,AJP,,,,,12065.760000000004,15311.519999999999,13537.439999999999,33969.600000000006,7197.1200000000017,9938.8799999999992,5120.6400000000003,11037.599999999999
5490000709,5490000709RKR,5490000709,RKR,,,,,13273.199999999999,11490.600000000004,10584,6589.7999999999993,9760.2000000000007,9498.6,6403.2000000000016,10334.400000000005
5490000709,5490000709ND,5490000709,ND,,,,,6760.7400000000025,3410.7199999999993,3388.5800000000013,3735.8600000000006,4860.0800000000008,7786.1800000000012,3948.4399999999991,5659.08
5490000713,5490000709FP,5490000709,FP,,,,,1532.2079999999992,3123.9360000000061,584.18399999999974,6124.5839999999971,2083.5839999999989,3367.5840000000026,,-46.847999999999999
5490000709,5490000709LPD,5490000709,LPD,,,,,252,1110,102,408,156,480,432,522
5490000709,5490000709QM,5490000709,QM,,,,,,,,462,218,1884,,136
